iata,icao,airport_name,city,country,lat,lon,tz
BRC,SAZS,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,-41.151199,-71.157501,America/Argentina/Salta
TDL,SAZT,Héroes De Malvinas Airport,Tandil,Argentina,-37.2374000549,-59.2279014587,America/Buenos_Aires
VLG,SAZV,Villa Gesell Airport,Villa Gesell,Argentina,-37.2354,-57.0292,America/Buenos_Aires
CUT,SAZW,Cutral-Co Airport,Cutralco,Argentina,-38.939701080300004,-69.2646026611,America/Argentina/Salta
CPC,SAZY,Aviador C. Campos Airport,San Martin Des Andes,Argentina,-40.075401,-71.137299,America/Argentina/Salta
CDJ,SBAA,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,-8.348349571228027,-49.30149841308594,America/Belem
AQA,SBAQ,Araraquara Airport,Araracuara,Brazil,-21.812000274699997,-48.1329994202,America/Sao_Paulo
AJU,SBAR,Santa Maria Airport,Aracaju,Brazil,-10.984000206,-37.0703010559,America/Fortaleza
AFL,SBAT,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-9.8663892746,-56.1049995422,America/Campo_Grande
ARU,SBAU,Araçatuba Airport,Aracatuba,Brazil,-21.1413002014,-50.4247016907,America/Sao_Paulo
BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-1.3792500495900002,-48.4762992859,America/Belem
BGX,SBBG,Comandante Gustavo Kraemer Airport,Bage,Brazil,-31.39049911499,-54.112201690674,America/Sao_Paulo
PLU,SBBH,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,-19.851200103759766,-43.950599670410156,America/Sao_Paulo
BFH,SBBI,Bacacheri Airport,Curitiba,Brazil,-25.4050998688,-49.23199844359999,America/Sao_Paulo
BSB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916732788086,-47.920833587646484,America/Sao_Paulo
BAU,SBBU,Bauru Airport,Bauru,Brazil,-22.3449993134,-49.0537986755,America/Sao_Paulo
BVB,SBBV,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,2.84138894081,-60.6922225952,America/Boa_Vista
BPG,SBBW,Barra do Garças Airport,Barra Do Garcas,Brazil,-15.861300468400001,-52.3889007568,America/Campo_Grande
CAC,SBCA,Cascavel Airport,Cascavel,Brazil,-25.0002994537,-53.500801086399996,America/Sao_Paulo
CNF,SBCF,Tancredo Neves International Airport,Belo Horizonte,Brazil,-19.62444305419922,-43.97194290161133,America/Sao_Paulo
CGR,SBCG,Campo Grande Airport,Campo Grande,Brazil,-20.468700408900002,-54.6725006104,America/Campo_Grande
XAP,SBCH,Serafin Enoss Bertaso Airport,Chapeco,Brazil,-27.134199142456,-52.656600952148,America/Sao_Paulo
CLN,SBCI,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,-7.32043981552124,-47.45869827270508,America/Fortaleza
CCM,SBCM,Diomício Freitas Airport,Criciuma,Brazil,-28.7244434357,-49.4213905334,America/Sao_Paulo
CAW,SBCP,Bartolomeu Lisandro Airport,Campos,Brazil,-21.698299408,-41.301700592,America/Sao_Paulo
CMG,SBCR,Corumbá International Airport,Corumba,Brazil,-19.0119438171,-57.6713905334,America/Campo_Grande
CWB,SBCT,Afonso Pena Airport,Curitiba,Brazil,-25.5284996033,-49.1758003235,America/Sao_Paulo
CRQ,SBCV,Caravelas Airport,Caravelas,Brazil,-17.652299880981,-39.253101348877,America/Fortaleza
CXJ,SBCX,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-29.197099685699996,-51.1875,America/Sao_Paulo
CGB,SBCY,Marechal Rondon Airport,Cuiaba,Brazil,-15.6528997421,-56.1166992188,America/Campo_Grande
CZS,SBCZ,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,-7.59990978241,-72.7695007324,America/Rio_Branco
PPB,SBDN,Presidente Prudente Airport,President Prudente,Brazil,-22.1751003265,-51.4245986938,America/Sao_Paulo
MAO,SBEG,Eduardo Gomes International Airport,Manaus,Brazil,-3.0386099815368652,-60.04970169067383,America/Boa_Vista
JCR,SBEK,Jacareacanga Airport,Jacare-acanga,Brazil,-6.233160018920898,-57.77690124511719,America/Belem
IGU,SBFI,Cataratas International Airport,Foz Do Iguacu,Brazil,-25.600278854370117,-54.48500061035156,America/Sao_Paulo
FLN,SBFL,Hercílio Luz International Airport,Florianopolis,Brazil,-27.670278549194336,-48.5525016784668,America/Sao_Paulo
FEN,SBFN,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,-3.85493,-32.423302,America/Fortaleza
FOR,SBFZ,Pinto Martins International Airport,Fortaleza,Brazil,-3.776279926300049,-38.53260040283203,America/Fortaleza
GIG,SBGL,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.8099994659,-43.2505569458,America/Sao_Paulo
GJM,SBGM,Guajará-Mirim Airport,Guajara-mirim,Brazil,-10.786399841308594,-65.28479766845703,America/Boa_Vista
GYN,SBGO,Santa Genoveva Airport,Goiania,Brazil,-16.631999969482422,-49.220699310302734,America/Sao_Paulo
GRU,SBGR,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-23.435556411743164,-46.47305679321289,America/Sao_Paulo
GUJ,SBGW,Guaratinguetá Airport,Guaratingueta,Brazil,-22.79159927368164,-45.20479965209961,America/Sao_Paulo
ATM,SBHT,Altamira Airport,Altamira,Brazil,-3.2539100646973,-52.254001617432,America/Belem
ITA,SBIC,Itacoatiara Airport,Itaituba,Brazil,-3.1272599697113037,-58.481201171875,America/Boa_Vista
ITB,SBIH,Itaituba Airport,Itaituba,Brazil,-4.2423400878906,-56.000701904297,America/Belem
IOS,SBIL,Bahia - Jorge Amado Airport,Ilheus,Brazil,-14.815999984741,-39.033199310303,America/Fortaleza
IPN,SBIP,Usiminas Airport,Ipatinga,Brazil,-19.470699310303,-42.487598419189,America/Sao_Paulo
ITR,SBIT,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,-18.4447002411,-49.2134017944,America/Sao_Paulo
IMP,SBIZ,Prefeito Renato Moreira Airport,Imperatriz,Brazil,-5.53129,-47.459999,America/Fortaleza
JDF,SBJF,Francisco de Assis Airport,Juiz De Fora,Brazil,-21.791500091552734,-43.38679885864258,America/Sao_Paulo
JPA,SBJP,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,-7.145833015440001,-34.9486122131,America/Fortaleza
JOI,SBJV,Lauro Carneiro de Loyola Airport,Joinville,Brazil,-26.22450065612793,-48.797401428222656,America/Sao_Paulo
CPV,SBKG,Presidente João Suassuna Airport,Campina Grande,Brazil,-7.26992,-35.8964,America/Fortaleza
VCP,SBKP,Viracopos International Airport,Campinas,Brazil,-23.0074005127,-47.1344985962,America/Sao_Paulo
LAJ,SBLJ,Lages Airport,Lajes,Brazil,-27.782100677499997,-50.28150177,America/Sao_Paulo
LIP,SBLN,Lins Airport,Lins,Brazil,-21.663999557495,-49.730499267578,America/Sao_Paulo
LDB,SBLO,Governador José Richa Airport,Londrina,Brazil,-23.333599090599996,-51.1301002502,America/Sao_Paulo
LAZ,SBLP,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,-13.2621002197,-43.4081001282,America/Fortaleza
MAB,SBMA,João Correa da Rocha Airport,Maraba,Brazil,-5.36858987808,-49.138000488299994,America/Belem
MEU,SBMD,Monte Dourado Airport,Almeirim,Brazil,-0.889839,-52.6022,America/Belem
MGF,SBMG,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,-23.479444503799996,-52.01222229,America/Sao_Paulo
MOC,SBMK,Mário Ribeiro Airport,Montes Claros,Brazil,-16.706899642899998,-43.818901062,America/Sao_Paulo
PLL,SBMN,Ponta Pelada Airport,Manaus,Brazil,-3.1460399627685547,-59.98630142211914,America/Boa_Vista
MCZ,SBMO,Zumbi dos Palmares Airport,Maceio,Brazil,-9.510809898376465,-35.79169845581055,America/Fortaleza
MCP,SBMQ,Alberto Alcolumbre Airport,Macapa,Brazil,0.0506640002131,-51.0722007751,America/Fortaleza
MVF,SBMS,Dix-Sept Rosado Airport,Mocord,Brazil,-5.2019200324999995,-37.3642997742,America/Fortaleza
MNX,SBMY,Manicoré Airport,Manicore,Brazil,-5.8113799095154,-61.278301239014,America/Boa_Vista
NVT,SBNF,Ministro Victor Konder International Airport,Navegantes,Brazil,-26.879999,-48.651402,America/Sao_Paulo
GEL,SBNM,Santo Ângelo Airport,Santo Angelo,Brazil,-28.2817,-54.169102,America/Sao_Paulo
NAT,SBSG,Governador Aluízio Alves International Airport,Natal,Brazil,-5.768056,-35.376111,America/Fortaleza
OYK,SBOI,Oiapoque Airport,Oioiapoque,Brazil,3.85548996925354,-51.79690170288086,America/Fortaleza
POA,SBPA,Salgado Filho Airport,Porto Alegre,Brazil,-29.994400024414062,-51.1713981628418,America/Sao_Paulo
PHB,SBPB,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,-2.89374995232,-41.73199844359999,America/Fortaleza
POO,SBPC,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,-21.843000411987,-46.567901611328,America/Sao_Paulo
PFB,SBPF,Lauro Kurtz Airport,Passo Fundo,Brazil,-28.243999,-52.326599,America/Sao_Paulo
PET,SBPK,João Simões Lopes Neto International Airport,Pelotas,Brazil,-31.718399,-52.327702,America/Sao_Paulo
PNZ,SBPL,Senador Nilo Coelho Airport,Petrolina,Brazil,-9.362409591674805,-40.56909942626953,America/Fortaleza
PNB,SBPN,Porto Nacional Airport,Porto Nacional,Brazil,-10.719400405883789,-48.39970016479492,America/Fortaleza
PMG,SBPP,Ponta Porã Airport,Ponta Pora,Brazil,-22.54960060119629,-55.702598571777344,America/Campo_Grande
PVH,SBPV,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,-8.70928955078125,-63.90230178833008,America/Boa_Vista
RBR,SBRB,Plácido de Castro Airport,Rio Branco,Brazil,-9.868888854980469,-67.89805603027344,America/Rio_Branco
REC,SBRF,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,-8.126489639282227,-34.92359924316406,America/Fortaleza
SDU,SBRJ,Santos Dumont Airport,Rio De Janeiro,Brazil,-22.910499572799996,-43.1631011963,America/Sao_Paulo
RAO,SBRP,Leite Lopes Airport,Ribeirao Preto,Brazil,-21.136388778686523,-47.776668548583984,America/Sao_Paulo
SNZ,SBSC,Santa Cruz Air Force Base,Rio De Janeiro,Brazil,-22.9324,-43.719101,America/Sao_Paulo
SJK,SBSJ,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,-23.22920036315918,-45.86149978637695,America/Sao_Paulo
SLZ,SBSL,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-2.585360050201416,-44.234100341796875,America/Fortaleza
CGH,SBSP,Congonhas Airport,Sao Paulo,Brazil,-23.626110076904297,-46.65638732910156,America/Sao_Paulo
SJP,SBSR,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,-20.816600799599996,-49.40650177,America/Sao_Paulo
SSZ,SBST,Base Aérea de Santos Airport,Santos,Brazil,-23.928056716918945,-46.299720764160156,America/Sao_Paulo
SSA,SBSV,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,-12.9086112976,-38.3224983215,America/Fortaleza
TMT,SBTB,Trombetas Airport,Oriximina,Brazil,-1.489599943161,-56.396800994873,America/Belem
THE,SBTE,Senador Petrônio Portela Airport,Teresina,Brazil,-5.0599398613,-42.8235015869,America/Fortaleza
TFF,SBTF,Tefé Airport,Tefe,Brazil,-3.38294005394,-64.7240982056,America/Boa_Vista
TRQ,SBTK,Tarauacá Airport,Tarauaca,Brazil,-8.1552600860596,-70.783302307129,America/Rio_Branco
TEC,SBTL,Telêmaco Borba Airport,Telemaco Borba,Brazil,-24.317800521850586,-50.6515998840332,America/Sao_Paulo
TBT,SBTT,Tabatinga Airport,Tabatinga,Brazil,-4.2556700706482,-69.93579864502,America/Boa_Vista
TUR,SBTU,Tucuruí Airport,Tucurui,Brazil,-3.7860100269318,-49.72029876709,America/Belem
SJL,SBUA,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-0.14835,-66.9855,America/Boa_Vista
PAV,SBUF,Paulo Afonso Airport,Paulo Alfonso,Brazil,-9.4008798599243,-38.250598907471,America/Fortaleza
URG,SBUG,Rubem Berta Airport,Uruguaiana,Brazil,-29.7821998596,-57.0382003784,America/Sao_Paulo
UDI,SBUL,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,-18.883612,-48.225277,America/Sao_Paulo
UBA,SBUR,Mário de Almeida Franco Airport,Uberaba,Brazil,-19.764722824097,-47.966110229492,America/Sao_Paulo
VAG,SBVG,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,-21.5900993347,-45.4733009338,America/Sao_Paulo
BVH,SBVH,Brigadeiro Camarão Airport,Vilhena,Brazil,-12.694399833679,-60.098300933838,America/Boa_Vista
VIX,SBVT,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-20.258057,-40.286388,America/Sao_Paulo
QPS,SBYS,Campo Fontenelle Airport,Piracununga,Brazil,-21.984600067138672,-47.334800720214844,America/Sao_Paulo
ARI,SCAR,Chacalluta Airport,Arica,Chile,-18.348499,-70.338699,America/Santiago
BBA,SCBA,Balmaceda Airport,Balmaceda,Chile,-45.916099548339844,-71.68949890136719,America/Santiago
CCH,SCCC,Chile Chico Airport,Chile Chico,Chile,-46.58330154418945,-71.6874008178711,America/Santiago
CJC,SCCF,El Loa Airport,Calama,Chile,-22.498199462890625,-68.90360260009766,America/Santiago
YAI,SCCH,Gral. Bernardo O´Higgins Airport,Chillan,Chile,-36.58250045776367,-72.03140258789062,America/Santiago
PUQ,SCCI,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,-53.002602,-70.854599,America/Santiago
GXQ,SCCY,Teniente Vidal Airport,Coyhaique,Chile,-45.594200134277344,-72.1061019897461,America/Santiago
IQQ,SCDA,Diego Aracena Airport,Iquique,Chile,-20.535200119018555,-70.1812973022461,America/Santiago
SCL,SCEL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,-33.393001556396484,-70.78579711914062,America/Santiago
ANF,SCFA,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,-23.444501,-70.445099,America/Santiago
WPR,SCFM,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,-53.253700256347656,-70.31919860839844,America/Santiago
FFU,SCFT,Futaleufú Airport,Futaleufu,Chile,-43.18920135498047,-71.8510971069336,America/Santiago
LSQ,SCGE,María Dolores Airport,Los Angeles,Chile,-37.40169906616211,-72.42539978027344,America/Santiago
WPU,SCGZ,Guardiamarina Zañartu Airport,Puerto Williams,Chile,-54.93109893798828,-67.62629699707031,America/Santiago
CCP,SCIE,Carriel Sur Airport,Concepcion,Chile,-36.772701,-73.063103,America/Santiago
IPC,SCIP,Mataveri Airport,Easter Island,Chile,-27.1648006439,-109.42199707,Pacific/Easter
ZOS,SCJO,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,-40.61119842529297,-73.06099700927734,America/Santiago
VLR,SCLL,Vallenar Airport,Vallenar,Chile,-28.596399307250977,-70.75599670410156,America/Santiago
QRC,SCRG,De La Independencia Airport,Rancagua,Chile,-34.17369842529297,-70.77570343017578,America/Santiago
TNM,SCRM,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,-62.1907997131,-58.9866981506,Antarctica/South_Pole
LSC,SCSE,La Florida Airport,La Serena,Chile,-29.916201,-71.199501,America/Santiago
PZS,SCTC,Maquehue Airport,Temuco,Chile,-38.766799926758,-72.637100219727,America/Santiago
PMC,SCTE,El Tepual Airport,Puerto Montt,Chile,-41.438899993896484,-73.09400177001953,America/Santiago
WCH,SCTN,Chaitén Airport,Chaiten,Chile,-42.93280029296875,-72.6990966796875,America/Santiago
ZAL,SCVD,Pichoy Airport,Valdivia,Chile,-39.6500015259,-73.0860977173,America/Santiago
ATF,SEAM,Chachoán Airport,Ambato,Ecuador,-1.2120699882507324,-78.57460021972656,America/Guayaquil
OCC,SECO,Francisco De Orellana Airport,Coca,Ecuador,-0.4628860056400299,-76.98680114746094,America/Guayaquil
CUE,SECU,Mariscal Lamar Airport,Cuenca,Ecuador,-2.88947,-78.984398,America/Guayaquil
GPS,SEGS,Seymour Airport,Galapagos,Ecuador,-0.45375800132751465,-90.26589965820312,Pacific/Galapagos
GYE,SEGU,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,-2.1574199199699997,-79.88359832760001,America/Guayaquil
LTX,SELT,Cotopaxi International Airport,Latacunga,Ecuador,-0.906833,-78.615799,America/Guayaquil
MRR,SEMA,Jose Maria Velasco Ibarra Airport,Macara,Ecuador,-4.37823009491,-79.94100189210002,America/Guayaquil
XMS,SEMC,Coronel E Carvajal Airport,Macas,Ecuador,-2.2991700172424316,-78.12079620361328,America/Guayaquil
MCH,SEMH,General Manuel Serrano Airport,Machala,Ecuador,-3.2689,-79.961601,America/Guayaquil
MEC,SEMT,Eloy Alfaro International Airport,Manta,Ecuador,-0.9460780024528503,-80.67880249023438,America/Guayaquil
PVO,SEPV,Reales Tamarindos Airport,Portoviejo,Ecuador,-1.0416500568389893,-80.47219848632812,America/Guayaquil
UIO,SEQM,Mariscal Sucre International Airport,Quito,Ecuador,-0.129166666667,-78.3575,America/Guayaquil
ETR,SERO,Santa Rosa International Airport,Santa Rosa,Ecuador,-3.441986,-79.996957,America/Guayaquil
SNC,SESA,General Ulpiano Paez Airport,Salinas,Ecuador,-2.20499,-80.988899,America/Guayaquil
TPC,SETR,Tarapoa Airport,Tarapoa,Ecuador,-0.12295600026845932,-76.33779907226562,America/Guayaquil
TUA,SETU,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,0.8095059990882874,-77.70809936523438,America/Guayaquil
ASU,SGAS,Silvio Pettirossi International Airport,Asuncion,Paraguay,-25.239999771118164,-57.52000045776367,America/Asuncion
AYO,SGAY,Juan De Ayolas Airport,Ayolas,Paraguay,-27.370554,-56.854064,America/Asuncion
CIO,SGCO,Teniente Col Carmelo Peralta Airport,Conception,Paraguay,-23.442363,-57.427253,America/Asuncion
ESG,SGME,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,-22.049999237060547,-60.619998931884766,America/Asuncion
PIL,SGPI,Carlos Miguel Gimenez Airport,Pilar,Paraguay,-26.881224,-58.318026,America/Asuncion
AXM,SKAR,El Eden Airport,Armenia,Colombia,4.45278,-75.7664,America/Bogota
PUU,SKAS,Tres De Mayo Airport,Puerto Asis,Colombia,0.505228,-76.5008,America/Bogota
ELB,SKBC,Las Flores Airport,El Banco,Colombia,9.04554,-73.9749,America/Bogota
BGA,SKBG,Palonegro Airport,Bucaramanga,Colombia,7.1265,-73.1848,America/Bogota
BOG,SKBO,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469,America/Bogota
BAQ,SKBQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,10.8896,-74.7808,America/Bogota
BSC,SKBS,José Celestino Mutis Airport,Bahia Solano,Colombia,6.20292,-77.3947,America/Bogota
BUN,SKBU,Gerardo Tobar López Airport,Buenaventura,Colombia,3.81963,-76.9898,America/Bogota
CUC,SKCC,Camilo Daza International Airport,Cucuta,Colombia,7.92757,-72.5115,America/Bogota
CTG,SKCG,Rafael Nuñez International Airport,Cartagena,Colombia,10.4424,-75.513,America/Bogota
CLO,SKCL,Alfonso Bonilla Aragon International Airport,Cali,Colombia,3.54322,-76.3816,America/Bogota
TCO,SKCO,La Florida Airport,Tumaco,Colombia,1.81442,-78.7492,America/Bogota
CZU,SKCZ,Las Brujas Airport,Corozal,Colombia,9.33274,-75.2856,America/Bogota
EJA,SKEJ,Yariguíes Airport,Barrancabermeja,Colombia,7.02433,-73.8068,America/Bogota
FLA,SKFL,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,1.58919,-75.5644,America/Bogota
GIR,SKGI,Santiago Vila Airport,Girardot,Colombia,4.27624,-74.7967,America/Bogota
GPI,SKGP,Juan Casiano Airport,Guapi,Colombia,2.57013,-77.8986,America/Bogota
IBE,SKIB,Perales Airport,Ibague,Colombia,4.42161,-75.1333,America/Bogota
IPI,SKIP,San Luis Airport,Ipiales,Colombia,0.861925,-77.6718,America/Bogota
APO,SKLC,Antonio Roldan Betancourt Airport,Carepa,Colombia,7.81196,-76.7164,America/Bogota
MCJ,SKLM,Jorge Isaac Airport,La Mina,Colombia,11.2325,-72.4901,America/Bogota
LET,SKLT,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,-4.19355,-69.9432,America/Bogota
EOH,SKMD,Enrique Olaya Herrera Airport,Medellin,Colombia,6.220549,-75.590582,America/Bogota
MGN,SKMG,Baracoa Airport,Magangue,Colombia,9.28474,-74.8461,America/Bogota
MTR,SKMR,Los Garzones Airport,Monteria,Colombia,8.82374,-75.8258,America/Bogota
MVP,SKMU,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,1.25366,-70.2339,America/Bogota
MZL,SKMZ,La Nubia Airport,Manizales,Colombia,5.0296,-75.4647,America/Bogota
NVA,SKNV,Benito Salas Airport,Neiva,Colombia,2.95015,-75.294,America/Bogota
OCV,SKOC,Aguas Claras Airport,Ocana,Colombia,8.31506,-73.3583,America/Bogota
OTU,SKOT,Otu Airport,Otu,Colombia,7.01037,-74.7155,America/Bogota
PCR,SKPC,German Olano Airport,Puerto Carreno,Colombia,6.18472,-67.4932,America/Bogota
PEI,SKPE,Matecaña International Airport,Pereira,Colombia,4.81267,-75.7395,America/Bogota
PTX,SKPI,Pitalito Airport,Pitalito,Colombia,1.85777,-76.0857,America/Bogota
PPN,SKPP,Guillermo León Valencia Airport,Popayan,Colombia,2.4544,-76.6093,America/Bogota
PSO,SKPS,Antonio Narino Airport,Pasto,Colombia,1.39625,-77.2915,America/Bogota
PVA,SKPV,El Embrujo Airport,Providencia,Colombia,13.3569,-81.3583,America/Bogota
MQU,SKQU,Mariquita Airport,Mariquita,Colombia,5.21256,-74.8836,America/Bogota
MDE,SKRG,Jose Maria Córdova International Airport,Rio Negro,Colombia,6.16454,-75.4231,America/Bogota
RCH,SKRH,Almirante Padilla Airport,Rio Hacha,Colombia,11.5262,-72.926,America/Bogota
SJE,SKSJ,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,2.57969,-72.6394,America/Bogota
SMR,SKSM,Simón Bolívar International Airport,Santa Marta,Colombia,11.1196,-74.2306,America/Bogota
ADZ,SKSP,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,12.5836,-81.7112,America/Bogota
SVI,SKSV,Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,2.15217,-74.7663,America/Bogota
TME,SKTM,Gustavo Vargas Airport,Tame,Colombia,6.45108,-71.7603,America/Bogota
AUC,SKUC,Santiago Perez Airport,Arauca,Colombia,7.06888,-70.7369,America/Bogota
UIB,SKUI,El Caraño Airport,Quibdo,Colombia,5.69076,-76.6412,America/Bogota
ULQ,SKUL,Heriberto Gíl Martínez Airport,Tulua,Colombia,4.08836,-76.2351,America/Bogota
VUP,SKVP,Alfonso López Pumarejo Airport,Valledupar,Colombia,10.435,-73.2495,America/Bogota
VVC,SKVV,Vanguardia Airport,Villavicencio,Colombia,4.16787,-73.6138,America/Bogota
BJO,SLBJ,Bermejo Airport,Bermejo,Bolivia,-22.7733001709,-64.31289672850001,America/La_Paz
CBB,SLCB,Jorge Wilsterman International Airport,Cochabamba,Bolivia,-17.421100616455078,-66.1771011352539,America/La_Paz
CCA,SLCH,Chimore Airport,Chapacura,Bolivia,-16.976834,-65.145568,America/La_Paz
CIJ,SLCO,Capitán Aníbal Arab Airport,Cobija,Bolivia,-11.040399551400002,-68.7829971313,America/La_Paz
LPB,SLLP,El Alto International Airport,La Paz,Bolivia,-16.5132999420166,-68.19229888916016,America/La_Paz
ORU,SLOR,Juan Mendoza Airport,Oruro,Bolivia,-17.962600708,-67.0762023926,America/La_Paz
POI,SLPO,Capitan Nicolas Rojas Airport,Potosi,Bolivia,-19.5431003571,-65.72370147710001,America/La_Paz
PSZ,SLPS,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,-18.975301,-57.820599,America/La_Paz
